raca,sexo,turno_parto,historico_parto,tipo_parto,peso_mae_kg,peso_nascimento_kg,peso_360_dias_kg
Nelore,M,Noite,Primípara,Distocia,426.4,31.0,254.6
Nelore,M,Manhã,Multípara,Normal,450.8,33.6,298.9
Nelore,M,Noite,Multípara,Normal,442.9,32.8,280.8
Nelore,M,Tarde,Multípara,Normal,481.9,28.5,252.1
Nelore,F,Manhã,Multípara,Normal,498.2,33.2,274.1
Nelore,F,Noite,Multípara,Normal,445.6,30.4,260.0
Nelore,M,Manhã,Multípara,Normal,511.3,29.1,276.6
Nelore,M,Noite,Multípara,Distocia,511.2,26.4,260.8
Nelore,F,Manhã,Primípara,Normal,483.9,30.3,254.0
Nelore,F,Noite,Multípara,Normal,429.4,37.4,242.2
Nelore,M,Manhã,Primípara,Normal,425.5,27.5,236.6
Nelore,M,Tarde,Multípara,Normal,417.5,32.5,292.0
Nelore,M,Tarde,Multípara,Normal,488.0,35.3,284.1
Nelore,M,Noite,Multípara,Normal,401.5,28.2,285.5
Nelore,F,Noite,Multípara,Normal,477.1,28.6,266.9
Nelore,M,Noite,Multípara,Normal,406.8,29.4,285.9
Nelore,M,Noite,Multípara,Normal,482.9,35.0,284.5
Nelore,M,Manhã,Multípara,Normal,450.7,36.0,270.7
Nelore,M,Manhã,Multípara,Normal,503.3,32.5,276.2
Nelore,F,Manhã,Multípara,Normal,495.7,27.5,245.2
Nelore,F,Manhã,Multípara,Normal,507.4,28.7,226.8
Nelore,F,Manhã,Primípara,Normal,508.4,26.6,244.6
Nelore,M,Tarde,Multípara,Normal,455.7,29.1,271.1
Nelore,M,Manhã,Multípara,Normal,403.6,31.7,256.7
Nelore,F,Tarde,Multípara,Normal,407.9,31.7,235.5
Nelore,M,Manhã,Multípara,Normal,366.5,33.5,268.5
Nelore,M,Manhã,Multípara,Normal,406.7,32.0,277.7
Nelore,F,Tarde,Multípara,Normal,452.8,30.2,240.2
Nelore,F,Tarde,Multípara,Normal,427.6,29.8,249.5
Nelore,F,Tarde,Multípara,Normal,442.8,26.1,240.8
Nelore,F,Tarde,Primípara,Normal,469.7,29.0,251.0
Nelore,M,Manhã,Multípara,Normal,437.8,30.2,266.0
Nelore,M,Tarde,Primípara,Normal,405.1,26.5,243.4
Nelore,F,Manhã,Primípara,Normal,447.9,29.6,269.1
Nelore,M,Manhã,Multípara,Normal,414.1,30.2,277.6
Nelore,F,Tarde,Primípara,Normal,439.2,29.2,258.4
Nelore,F,Manhã,Multípara,Normal,503.7,32.5,263.4
Nelore,M,Manhã,Multípara,Normal,439.2,29.1,269.3
Nelore,F,Noite,Multípara,Normal,520.8,30.3,267.2
Nelore,M,Noite,Multípara,Normal,507.3,26.6,253.0
Nelore,M,Manhã,Primípara,Normal,426.8,35.1,270.9
Nelore,M,Manhã,Multípara,Normal,405.6,27.9,253.6
Nelore,M,Manhã,Primípara,Normal,447.9,29.0,266.6
Nelore,F,Manhã,Multípara,Normal,496.1,34.0,256.4
Nelore,M,Noite,Multípara,Normal,430.4,31.3,279.3
Nelore,F,Manhã,Multípara,Distocia,486.3,26.4,237.4
Nelore,F,Tarde,Multípara,Normal,498.3,32.1,279.3
Nelore,F,Manhã,Multípara,Normal,419.0,32.1,280.2
Nelore,F,Noite,Multípara,Normal,423.0,28.1,226.0
Nelore,M,Manhã,Multípara,Normal,478.5,30.4,282.1
Nelore,M,Tarde,Primípara,Normal,456.1,29.2,275.6
Nelore,F,Manhã,Multípara,Normal,422.6,29.4,244.2
Nelore,F,Tarde,Multípara,Normal,435.9,24.3,220.7
Nelore,M,Manhã,Multípara,Normal,447.2,31.5,267.2
Nelore,F,Manhã,Primípara,Normal,387.4,33.9,253.1
Nelore,M,Noite,Multípara,Normal,480.6,29.3,266.5
Nelore,F,Noite,Multípara,Normal,430.9,28.2,244.7
Nelore,M,Noite,Primípara,Normal,338.7,26.9,247.7
Nelore,F,Tarde,Multípara,Normal,449.0,31.8,256.1
Nelore,F,Noite,Multípara,Normal,420.3,33.6,243.1
Nelore,M,Manhã,Multípara,Normal,517.6,35.5,300.9
Nelore,F,Manhã,Multípara,Normal,426.6,26.3,226.6
Nelore,F,Manhã,Multípara,Normal,406.1,31.5,249.1
Nelore,M,Tarde,Primípara,Normal,470.3,34.8,306.1
Nelore,F,Manhã,Multípara,Normal,423.6,31.5,253.0
Nelore,M,Manhã,Primípara,Normal,418.8,31.9,279.0
Nelore,M,Tarde,Multípara,Normal,470.4,30.6,289.3
Nelore,F,Noite,Primípara,Normal,408.4,29.2,224.8
Nelore,F,Manhã,Primípara,Normal,391.7,32.2,267.4
Nelore,F,Manhã,Multípara,Normal,519.0,31.0,250.2
Nelore,F,Manhã,Primípara,Normal,473.2,24.8,250.9
Nelore,F,Manhã,Primípara,Normal,439.4,27.1,250.2
Nelore,F,Manhã,Multípara,Normal,449.9,33.6,248.2
Nelore,F,Tarde,Primípara,Normal,470.2,29.5,263.8
Nelore,M,Tarde,Primípara,Normal,488.9,30.9,289.0
Nelore,F,Tarde,Multípara,Distocia,419.8,28.3,254.0
Nelore,M,Manhã,Multípara,Normal,464.6,35.6,293.4
Nelore,F,Noite,Multípara,Normal,429.7,35.0,258.1
Nelore,F,Manhã,Multípara,Normal,442.4,33.8,252.2
Nelore,M,Tarde,Multípara,Normal,456.4,36.3,270.9
Nelore,F,Noite,Multípara,Normal,449.7,28.9,243.5
Nelore,F,Manhã,Multípara,Normal,479.4,28.5,247.4
Nelore,M,Manhã,Primípara,Normal,469.5,30.0,281.1
Nelore,F,Noite,Multípara,Normal,389.7,30.1,224.2
Nelore,F,Manhã,Multípara,Normal,395.7,34.3,249.7
Nelore,F,Tarde,Multípara,Normal,435.2,33.5,263.4
Nelore,M,Manhã,Primípara,Distocia,523.1,32.1,289.4
Nelore,F,Tarde,Primípara,Distocia,415.9,24.2,198.1
Nelore,F,Manhã,Multípara,Normal,441.7,24.9,244.6
Nelore,F,Manhã,Primípara,Normal,428.5,29.2,241.9
Nelore,F,Tarde,Multípara,Normal,427.8,32.6,251.1
Nelore,M,Manhã,Multípara,Normal,457.1,31.8,252.1
Nelore,M,Manhã,Multípara,Normal,506.0,37.7,320.7
Nelore,F,Manhã,Primípara,Normal,468.2,25.3,243.0
Nelore,F,Manhã,Multípara,Normal,417.9,26.4,217.7
Nelore,M,Manhã,Multípara,Normal,560.1,30.0,296.0
Nelore,M,Manhã,Multípara,Normal,453.1,29.9,279.3
Nelore,F,Noite,Primípara,Normal,426.9,30.1,261.4
Nelore,M,Manhã,Primípara,Normal,506.5,29.2,277.8
Nelore,F,Tarde,Multípara,Normal,431.2,25.4,235.7
Nelore,M,Manhã,Primípara,Normal,516.5,33.2,285.2
Nelore,M,Manhã,Multípara,Normal,415.2,26.7,268.8
Nelore,M,Noite,Multípara,Normal,507.2,28.8,271.1
Nelore,M,Manhã,Multípara,Normal,458.0,27.1,258.3
Nelore,F,Noite,Multípara,Normal,501.6,30.6,258.5
Nelore,M,Manhã,Primípara,Normal,526.1,31.1,274.3
Nelore,M,Tarde,Primípara,Normal,404.7,36.2,303.1
Nelore,F,Tarde,Primípara,Normal,501.0,31.2,283.9
Nelore,M,Noite,Multípara,Normal,393.6,36.3,276.9
Nelore,M,Tarde,Multípara,Normal,408.1,32.9,259.2
Nelore,F,Tarde,Primípara,Normal,417.9,25.6,238.1
Nelore,M,Manhã,Multípara,Normal,470.1,32.4,278.2
Nelore,F,Manhã,Multípara,Normal,451.3,31.8,268.7
Nelore,F,Noite,Multípara,Normal,443.3,32.1,244.8
Nelore,F,Manhã,Primípara,Normal,455.8,27.1,250.1
Nelore,F,Manhã,Primípara,Normal,473.7,30.0,254.8
Nelore,M,Tarde,Primípara,Normal,476.7,27.7,265.1
Nelore,F,Manhã,Multípara,Normal,493.8,26.9,251.6
Nelore,M,Noite,Primípara,Normal,522.8,27.2,289.3
Nelore,M,Tarde,Multípara,Distocia,449.1,32.1,271.1
Nelore,M,Tarde,Multípara,Distocia,429.2,28.5,259.2
Nelore,M,Noite,Multípara,Normal,474.5,30.7,270.0
Nelore,M,Manhã,Multípara,Normal,404.2,34.7,293.6
Nelore,M,Manhã,Primípara,Normal,422.9,27.4,277.0
Nelore,M,Tarde,Multípara,Distocia,490.0,30.5,267.3
Nelore,M,Manhã,Multípara,Normal,445.0,32.2,278.3
Nelore,M,Tarde,Multípara,Normal,401.7,32.7,291.6
Nelore,M,Noite,Multípara,Normal,390.4,30.5,253.7
Nelore,F,Tarde,Multípara,Normal,451.9,32.4,263.4
Nelore,F,Manhã,Primípara,Normal,495.7,30.3,250.8
Nelore,F,Noite,Primípara,Normal,495.1,31.9,282.9
Nelore,M,Tarde,Primípara,Normal,454.4,30.3,277.1
Nelore,F,Tarde,Multípara,Normal,530.4,28.5,273.3
Nelore,F,Manhã,Primípara,Distocia,445.8,26.5,221.4
Nelore,F,Noite,Multípara,Normal,444.5,30.9,236.5
Nelore,M,Tarde,Multípara,Normal,347.3,30.9,259.0
Nelore,M,Tarde,Multípara,Normal,432.1,30.3,276.2
Nelore,M,Noite,Multípara,Normal,484.1,30.7,275.6
Nelore,M,Manhã,Multípara,Normal,512.6,29.9,293.4
Nelore,F,Tarde,Primípara,Normal,416.8,29.1,240.2
Nelore,F,Noite,Primípara,Normal,468.5,24.3,213.5
Nelore,F,Manhã,Multípara,Normal,491.9,30.9,265.2
Nelore,F,Tarde,Primípara,Normal,450.4,30.5,240.8
Nelore,M,Noite,Primípara,Distocia,358.7,28.8,243.9
Nelore,M,Tarde,Multípara,Normal,459.9,37.8,314.5
Nelore,M,Tarde,Primípara,Normal,480.5,30.6,302.2
Nelore,F,Noite,Multípara,Normal,412.1,25.3,225.7
Nelore,M,Noite,Multípara,Normal,439.8,31.2,283.3
Nelore,M,Manhã,Multípara,Normal,403.8,32.2,266.9
Nelore,F,Manhã,Multípara,Normal,347.2,31.3,234.5
Nelore,F,Tarde,Multípara,Normal,491.1,29.2,247.0
Nelore,M,Tarde,Primípara,Normal,449.9,27.5,247.9
Nelore,M,Tarde,Primípara,Normal,513.9,27.2,278.8
Nelore,M,Tarde,Multípara,Normal,484.3,30.0,283.7
Nelore,M,Manhã,Multípara,Normal,435.8,30.3,265.6
Nelore,M,Tarde,Multípara,Normal,446.7,28.6,284.0
Nelore,M,Manhã,Multípara,Normal,472.6,29.8,272.7
Nelore,F,Tarde,Primípara,Normal,488.7,30.5,249.4
Nelore,F,Tarde,Multípara,Normal,462.9,34.9,270.6
Nelore,F,Manhã,Multípara,Normal,494.2,32.3,243.8
Nelore,M,Manhã,Multípara,Normal,438.1,35.9,298.9
Nelore,F,Tarde,Multípara,Normal,410.1,32.9,246.5
Nelore,M,Tarde,Multípara,Normal,447.4,34.5,297.7
Nelore,M,Manhã,Multípara,Normal,458.2,31.0,294.2
Nelore,F,Noite,Multípara,Normal,401.9,30.4,251.5
Nelore,M,Tarde,Primípara,Normal,396.5,29.2,255.3
Nelore,M,Noite,Multípara,Normal,467.9,31.3,266.0
Nelore,F,Tarde,Primípara,Normal,433.7,28.7,227.1
Nelore,F,Tarde,Primípara,Distocia,443.4,30.6,253.8
Nelore,F,Noite,Multípara,Normal,435.6,31.3,249.4
Nelore,M,Tarde,Multípara,Normal,510.8,31.5,280.7
Nelore,F,Tarde,Primípara,Normal,500.5,28.7,252.7
Nelore,F,Manhã,Multípara,Normal,400.5,31.3,258.8
Nelore,M,Tarde,Primípara,Normal,428.7,32.5,287.4
Nelore,F,Manhã,Multípara,Normal,484.0,25.4,249.0
Nelore,F,Manhã,Multípara,Normal,474.1,26.8,253.2
Nelore,F,Manhã,Multípara,Normal,448.3,33.3,260.2
Nelore,M,Manhã,Multípara,Normal,404.5,31.8,276.3
Nelore,M,Noite,Multípara,Normal,422.7,30.7,275.4
Nelore,M,Manhã,Multípara,Normal,429.3,31.2,274.9
Nelore,M,Tarde,Multípara,Distocia,461.1,31.2,278.7
Nelore,F,Noite,Multípara,Normal,518.1,31.7,268.7
Nelore,M,Tarde,Multípara,Normal,422.5,28.7,257.0
Nelore,M,Manhã,Multípara,Normal,409.0,32.1,280.4
Nelore,F,Tarde,Multípara,Normal,445.7,30.7,254.2
Nelore,F,Tarde,Primípara,Normal,491.3,29.7,262.7
Nelore,F,Tarde,Primípara,Normal,392.1,29.2,238.0
Nelore,M,Tarde,Multípara,Normal,508.1,33.5,302.3
Nelore,M,Noite,Multípara,Distocia,443.1,30.3,263.9
Nelore,M,Tarde,Multípara,Normal,420.6,29.2,277.2
Nelore,F,Manhã,Multípara,Normal,386.0,37.4,253.3
Nelore,F,Tarde,Multípara,Normal,478.3,29.1,247.3
Nelore,M,Manhã,Primípara,Normal,443.2,29.9,281.1
Nelore,F,Noite,Multípara,Normal,456.8,32.0,252.1
Nelore,F,Manhã,Multípara,Normal,414.0,34.8,283.0
Nelore,F,Manhã,Multípara,Normal,437.2,28.4,250.8
Nelore,M,Noite,Multípara,Normal,430.5,29.0,269.9
Nelore,F,Tarde,Primípara,Normal,446.0,24.8,246.2
Nelore,F,Manhã,Multípara,Normal,423.2,34.8,252.2
Nelore,M,Tarde,Multípara,Normal,388.6,28.9,274.1
Nelore,M,Noite,Primípara,Normal,559.1,30.4,303.2
Nelore,F,Manhã,Multípara,Normal,395.5,27.1,249.5
Nelore,F,Noite,Multípara,Normal,457.3,25.7,234.9
Nelore,M,Manhã,Multípara,Normal,379.1,31.1,252.5
Nelore,M,Tarde,Primípara,Normal,370.1,27.7,249.9
Nelore,F,Noite,Multípara,Normal,453.9,27.9,242.0
Nelore,F,Manhã,Multípara,Normal,457.0,36.0,286.1
Nelore,F,Tarde,Multípara,Normal,500.5,31.3,287.1
Nelore,F,Manhã,Multípara,Normal,466.0,32.8,263.5
Nelore,M,Tarde,Multípara,Normal,444.0,34.5,285.4
Nelore,F,Tarde,Multípara,Distocia,412.0,29.7,229.3
Nelore,F,Tarde,Multípara,Normal,510.0,28.7,265.6
Nelore,M,Manhã,Multípara,Normal,487.2,32.7,313.7
Nelore,F,Manhã,Primípara,Normal,400.1,29.0,261.5
Nelore,M,Manhã,Primípara,Normal,451.5,28.8,285.9
Nelore,F,Manhã,Primípara,Normal,455.8,28.9,261.6
Nelore,F,Tarde,Primípara,Normal,436.2,26.4,248.9
Nelore,M,Noite,Primípara,Normal,480.9,30.0,279.0
Nelore,M,Tarde,Primípara,Normal,483.3,29.5,269.9
Nelore,F,Tarde,Primípara,Normal,442.4,24.7,235.3
Nelore,F,Noite,Multípara,Normal,438.8,22.9,235.7
Nelore,F,Tarde,Primípara,Normal,510.0,25.7,230.8
Nelore,M,Noite,Multípara,Normal,487.3,37.4,297.3
Nelore,F,Tarde,Primípara,Normal,452.9,27.6,234.5
Nelore,M,Manhã,Multípara,Normal,384.8,34.3,288.2
Nelore,M,Manhã,Multípara,Normal,463.8,25.6,259.5
Nelore,F,Tarde,Multípara,Normal,477.9,27.0,250.6
Nelore,M,Manhã,Multípara,Normal,339.8,27.9,244.9
Nelore,F,Manhã,Primípara,Normal,460.1,27.9,265.4
Nelore,F,Tarde,Multípara,Distocia,433.3,37.3,235.3
Nelore,F,Tarde,Multípara,Normal,441.2,31.4,257.8
Nelore,F,Tarde,Multípara,Distocia,413.7,35.1,231.9
Nelore,F,Manhã,Multípara,Normal,444.1,29.2,241.1
Nelore,M,Manhã,Multípara,Normal,505.7,36.1,301.1
Nelore,M,Tarde,Multípara,Normal,432.1,38.2,295.9
Nelore,F,Noite,Primípara,Normal,488.6,28.2,254.0
Nelore,F,Tarde,Multípara,Normal,417.7,28.4,242.9
Nelore,M,Noite,Primípara,Normal,480.4,26.5,263.2
Nelore,M,Tarde,Multípara,Normal,450.1,31.1,275.7
Nelore,M,Tarde,Primípara,Normal,464.1,30.7,279.4
Nelore,M,Manhã,Primípara,Normal,450.3,36.6,293.9
Nelore,F,Tarde,Multípara,Normal,475.7,26.1,243.3
Nelore,F,Tarde,Multípara,Normal,347.3,30.2,243.8
Nelore,M,Tarde,Multípara,Normal,393.2,26.6,259.0
Nelore,F,Tarde,Primípara,Normal,466.7,27.2,248.0
Nelore,M,Tarde,Primípara,Normal,368.3,31.4,261.7
Nelore,F,Manhã,Multípara,Normal,428.8,31.5,238.0
Nelore,M,Tarde,Multípara,Normal,447.8,33.8,285.9
Nelore,F,Manhã,Multípara,Normal,416.9,31.2,262.5
Nelore,M,Noite,Multípara,Normal,422.3,33.7,285.5
Nelore,M,Manhã,Multípara,Normal,460.9,32.1,272.2
Nelore,F,Manhã,Multípara,Normal,490.4,26.9,258.0
Nelore,M,Tarde,Multípara,Normal,411.7,26.4,256.3
Nelore,F,Tarde,Multípara,Normal,427.0,28.4,251.0
Nelore,F,Tarde,Multípara,Normal,420.7,29.6,240.2
Nelore,M,Manhã,Multípara,Normal,353.1,35.8,279.1
Nelore,F,Tarde,Multípara,Normal,455.7,29.7,243.9
Nelore,F,Manhã,Multípara,Normal,487.4,29.4,248.2
Nelore,F,Noite,Primípara,Normal,490.7,29.7,236.4
Nelore,F,Noite,Primípara,Normal,415.2,27.7,245.1
Nelore,F,Tarde,Multípara,Normal,399.9,32.4,253.0
Nelore,M,Manhã,Primípara,Normal,450.9,36.4,296.3
Nelore,F,Tarde,Primípara,Normal,483.2,35.1,271.0
Nelore,F,Manhã,Multípara,Normal,456.2,30.3,242.5
Nelore,F,Tarde,Multípara,Normal,461.6,31.0,265.9
Nelore,F,Manhã,Multípara,Normal,495.7,34.7,280.6
Nelore,F,Noite,Multípara,Normal,420.4,29.6,235.0
Nelore,M,Manhã,Multípara,Distocia,441.2,34.0,280.2
Nelore,F,Tarde,Multípara,Distocia,515.4,26.6,251.8
Nelore,M,Tarde,Multípara,Normal,442.1,31.1,270.8
Nelore,M,Tarde,Multípara,Normal,399.3,35.5,277.5
Nelore,M,Manhã,Multípara,Normal,423.2,29.8,277.0
Nelore,M,Noite,Multípara,Distocia,412.5,31.6,245.3
Nelore,F,Tarde,Primípara,Normal,464.3,23.8,223.5
Nelore,M,Tarde,Primípara,Normal,414.2,36.5,274.0
Nelore,M,Manhã,Multípara,Normal,460.8,35.8,269.5
Nelore,F,Tarde,Primípara,Normal,420.6,29.1,256.3
Nelore,F,Tarde,Multípara,Normal,365.1,31.5,217.2
Nelore,F,Manhã,Multípara,Normal,462.3,31.2,258.9
Nelore,M,Manhã,Multípara,Normal,455.9,36.2,301.0
Nelore,F,Noite,Multípara,Normal,470.7,28.4,245.7
Nelore,F,Manhã,Multípara,Normal,423.1,32.2,243.4
Nelore,M,Manhã,Primípara,Normal,418.8,33.7,282.4
Nelore,F,Tarde,Multípara,Normal,466.1,33.6,261.5
Nelore,F,Tarde,Multípara,Normal,510.8,23.2,254.2
Nelore,F,Manhã,Multípara,Normal,450.4,28.2,214.0
Nelore,F,Tarde,Multípara,Normal,467.0,26.9,233.9
Nelore,M,Manhã,Primípara,Normal,437.1,30.9,282.2
Nelore,F,Manhã,Primípara,Normal,388.3,22.5,222.5
Nelore,F,Manhã,Primípara,Normal,488.7,22.4,245.7
Nelore,M,Noite,Multípara,Normal,486.3,38.5,304.9
Nelore,F,Manhã,Multípara,Normal,478.4,31.9,257.3
Nelore,M,Manhã,Multípara,Normal,442.7,32.4,276.2
Nelore,F,Tarde,Multípara,Normal,473.9,31.1,284.2
Nelore,M,Noite,Multípara,Normal,485.8,32.4,304.9
Nelore,M,Manhã,Multípara,Normal,514.8,35.0,303.1
Nelore,M,Tarde,Primípara,Normal,489.5,28.6,278.4
Nelore,M,Manhã,Primípara,Normal,452.6,31.1,284.5
Nelore,F,Tarde,Multípara,Normal,397.7,30.7,253.8
Nelore,M,Tarde,Multípara,Normal,456.2,28.9,278.1
Nelore,F,Tarde,Multípara,Normal,460.3,33.8,252.1
Nelore,M,Manhã,Multípara,Normal,478.4,30.7,302.3
Nelore,M,Manhã,Multípara,Normal,504.2,35.1,298.7
Nelore,M,Manhã,Primípara,Normal,446.2,30.8,300.7
Nelore,F,Manhã,Primípara,Normal,534.0,33.4,273.4
Nelore,M,Manhã,Multípara,Normal,379.6,28.9,258.7
Nelore,F,Tarde,Multípara,Normal,466.8,26.7,261.0
Nelore,F,Noite,Primípara,Normal,418.1,25.8,238.3
Nelore,F,Noite,Primípara,Normal,373.7,28.9,237.4
Nelore,F,Noite,Primípara,Normal,441.9,33.1,242.2
Nelore,F,Tarde,Multípara,Distocia,391.7,34.8,251.1
Nelore,F,Tarde,Multípara,Normal,443.5,23.1,225.8
Nelore,F,Manhã,Primípara,Normal,451.4,29.2,243.0
Nelore,F,Tarde,Primípara,Normal,494.7,18.9,223.0
Nelore,F,Tarde,Primípara,Normal,389.7,30.9,248.4
Nelore,M,Tarde,Multípara,Normal,486.3,35.4,275.4
Nelore,M,Tarde,Primípara,Normal,453.9,30.4,274.0
Nelore,M,Manhã,Multípara,Normal,491.2,32.3,298.6
Nelore,M,Manhã,Primípara,Normal,432.7,30.7,259.3
Nelore,M,Noite,Primípara,Normal,396.7,28.1,264.4
Nelore,F,Manhã,Multípara,Normal,401.3,31.3,238.4
Nelore,F,Tarde,Multípara,Normal,398.3,29.3,235.7
Nelore,F,Noite,Primípara,Normal,469.1,31.3,276.0
Nelore,F,Tarde,Multípara,Normal,509.1,29.7,238.2
Nelore,F,Tarde,Multípara,Normal,427.4,27.4,249.3
Nelore,F,Manhã,Multípara,Normal,475.2,25.4,236.5
Nelore,F,Manhã,Multípara,Normal,389.1,24.4,220.5
Nelore,M,Noite,Multípara,Normal,457.2,35.9,277.6
Nelore,M,Tarde,Multípara,Normal,476.7,30.6,289.6
Nelore,M,Tarde,Primípara,Distocia,392.1,31.5,257.8
Nelore,M,Manhã,Multípara,Distocia,441.8,37.3,278.3
Nelore,F,Manhã,Multípara,Normal,478.6,28.3,251.4
Nelore,F,Noite,Primípara,Normal,332.6,26.6,221.9
Nelore,F,Manhã,Primípara,Normal,503.4,28.1,229.3
Nelore,M,Tarde,Primípara,Normal,464.1,30.6,272.7
Nelore,F,Manhã,Multípara,Normal,478.7,35.7,279.2
Nelore,F,Tarde,Multípara,Normal,433.5,34.7,241.2
Nelore,F,Noite,Multípara,Normal,381.1,31.9,231.2
Nelore,M,Tarde,Primípara,Normal,471.4,34.8,285.2
Nelore,F,Manhã,Multípara,Distocia,446.7,29.5,229.5
Nelore,M,Tarde,Multípara,Normal,451.3,32.9,282.1
Nelore,M,Tarde,Multípara,Normal,493.5,31.1,271.1
Nelore,M,Tarde,Multípara,Normal,480.5,28.1,270.2
Nelore,M,Noite,Multípara,Distocia,526.8,35.6,290.0
Nelore,F,Tarde,Multípara,Normal,456.2,31.6,262.7
Nelore,M,Noite,Multípara,Normal,422.4,32.1,290.9
Nelore,M,Tarde,Multípara,Distocia,442.5,32.0,265.7
Nelore,F,Manhã,Multípara,Normal,466.6,25.5,263.9
Nelore,F,Manhã,Multípara,Normal,490.6,27.1,246.6
Nelore,M,Manhã,Primípara,Normal,391.3,31.5,279.9
Nelore,F,Noite,Primípara,Distocia,450.3,26.9,255.5
Nelore,M,Tarde,Primípara,Normal,514.4,29.8,285.9
Nelore,M,Tarde,Multípara,Normal,440.4,31.7,261.3
Nelore,M,Manhã,Multípara,Normal,487.2,30.0,281.6
Nelore,M,Manhã,Primípara,Normal,469.7,27.6,264.6
Nelore,F,Tarde,Primípara,Normal,488.2,23.7,236.6
Nelore,M,Tarde,Multípara,Normal,417.6,31.6,297.9
Nelore,F,Manhã,Multípara,Normal,417.8,31.9,235.1
Nelore,F,Tarde,Multípara,Normal,450.8,25.1,241.4
Nelore,F,Manhã,Multípara,Normal,388.7,29.9,230.1
Nelore,F,Manhã,Multípara,Normal,439.2,30.8,246.8
Nelore,M,Tarde,Multípara,Normal,460.1,29.0,283.0
Nelore,F,Manhã,Multípara,Normal,521.4,34.3,275.2
Nelore,M,Noite,Primípara,Normal,466.1,29.3,273.1
Nelore,F,Manhã,Multípara,Normal,475.0,29.7,245.2
Nelore,F,Manhã,Multípara,Normal,496.6,29.5,259.6
Nelore,M,Manhã,Multípara,Normal,411.4,26.7,281.4
Nelore,M,Tarde,Multípara,Normal,443.4,35.0,275.8
Nelore,M,Tarde,Multípara,Normal,547.0,29.1,310.3
Nelore,F,Tarde,Primípara,Normal,446.8,27.8,258.4
Nelore,F,Manhã,Multípara,Normal,494.7,31.8,277.6
Nelore,M,Manhã,Primípara,Normal,488.5,34.9,296.7
Nelore,M,Tarde,Primípara,Distocia,390.9,27.3,263.3
Nelore,M,Noite,Primípara,Normal,462.4,29.2,262.7
Nelore,M,Noite,Multípara,Normal,455.9,36.1,283.2
Nelore,F,Manhã,Multípara,Normal,463.2,31.4,264.6
Nelore,M,Tarde,Multípara,Normal,419.8,34.0,284.1
Nelore,M,Noite,Multípara,Normal,405.3,28.8,263.6
Nelore,M,Manhã,Multípara,Normal,431.0,30.9,244.3
Nelore,M,Noite,Multípara,Normal,446.1,31.5,272.9
Nelore,F,Manhã,Multípara,Normal,497.4,27.4,236.6
Nelore,M,Noite,Multípara,Normal,522.7,27.0,284.3
Nelore,F,Tarde,Multípara,Normal,505.9,28.5,252.3
Nelore,M,Noite,Multípara,Normal,484.4,36.1,287.8
Nelore,M,Tarde,Multípara,Normal,409.8,32.2,306.1
Nelore,F,Manhã,Multípara,Normal,433.6,34.1,270.3
Nelore,M,Noite,Primípara,Normal,458.4,31.0,291.5
Nelore,F,Manhã,Primípara,Normal,424.7,26.2,263.1
Nelore,F,Manhã,Multípara,Distocia,473.1,33.8,262.7
Nelore,M,Tarde,Multípara,Normal,478.8,32.6,276.7
Nelore,F,Tarde,Primípara,Normal,471.5,31.4,246.0
Nelore,F,Noite,Multípara,Normal,491.0,26.8,259.7
Nelore,F,Manhã,Primípara,Normal,413.8,31.6,223.9
Nelore,F,Tarde,Multípara,Normal,487.3,33.2,262.7
Nelore,F,Tarde,Multípara,Normal,422.2,30.9,221.9
Nelore,F,Manhã,Multípara,Distocia,412.4,27.6,229.5
Nelore,F,Manhã,Primípara,Normal,471.3,28.4,259.3
Nelore,F,Manhã,Primípara,Normal,498.6,30.3,261.5
Nelore,M,Manhã,Multípara,Normal,469.5,32.7,295.9
Nelore,M,Noite,Primípara,Normal,450.8,32.3,304.5
Nelore,F,Tarde,Multípara,Normal,462.4,33.0,257.7
Nelore,M,Tarde,Multípara,Normal,455.5,30.1,309.6
Nelore,F,Noite,Primípara,Normal,405.0,25.0,233.4
Nelore,F,Manhã,Primípara,Normal,400.3,28.4,249.9
Nelore,M,Noite,Multípara,Normal,446.8,31.0,269.7
Nelore,F,Tarde,Primípara,Normal,453.2,30.9,272.1
Nelore,F,Noite,Primípara,Normal,450.5,25.3,250.8
Nelore,F,Manhã,Multípara,Normal,477.0,33.1,279.4
Nelore,F,Noite,Multípara,Distocia,441.4,34.1,249.5
Nelore,M,Manhã,Multípara,Normal,472.5,32.0,268.3
Nelore,F,Manhã,Primípara,Normal,444.2,28.7,251.4
Nelore,F,Tarde,Multípara,Normal,522.9,27.7,234.8
Nelore,F,Manhã,Multípara,Normal,453.2,28.4,242.4
Nelore,M,Tarde,Multípara,Normal,543.6,30.8,293.3
Nelore,F,Tarde,Multípara,Normal,464.1,34.3,291.5
Nelore,M,Tarde,Multípara,Normal,441.5,31.8,282.0
Nelore,M,Manhã,Multípara,Normal,414.0,28.0,266.4
Nelore,F,Manhã,Primípara,Normal,392.3,29.3,238.8
Nelore,F,Manhã,Multípara,Normal,410.3,32.5,234.1
Nelore,M,Tarde,Multípara,Distocia,414.8,31.9,265.6
Nelore,F,Manhã,Multípara,Distocia,465.8,34.4,254.6
Nelore,M,Manhã,Primípara,Distocia,429.0,32.8,257.3
Nelore,M,Manhã,Primípara,Normal,457.5,27.4,255.3
Nelore,F,Manhã,Multípara,Normal,501.3,28.3,247.8
